,username,wafer_num,pos,cap_diam,cap_ind,flags,-1.00,-0.90,-0.80,-0.70,-0.60,-0.50,-0.40,-0.30,-0.20,-0.10,0.00,0.10,0.20,0.30,0.40,0.50,0.60,0.70,0.80,0.90,1.00
23,Wafer5_mid_300d_p1,5,CENTER,300.0,1,,5.548296817957106e-10,5.545217895628355e-10,5.541896570683262e-10,5.535363264091046e-10,5.528221378357372e-10,5.522792458891063e-10,5.517365601548585e-10,5.512917719269417e-10,5.5064321345266e-10,5.499641093150831e-10,5.493532268716928e-10,5.487276216194445e-10,5.480621080896387e-10,5.475452995232593e-10,5.470278335076567e-10,5.465091353990622e-10,5.460040649195433e-10,5.456706006551719e-10,5.4535173708297e-10,5.451252855447125e-10,5.449216911504238e-10
27,Wafer5_mid_300d_p2,5,CENTER,300.0,2,,5.582630002988474e-10,5.574258991595674e-10,5.566348589846376e-10,5.558852271529944e-10,5.551743404957415e-10,5.545148718394798e-10,5.538269547560106e-10,5.531494036423561e-10,5.525265288106888e-10,5.518364812037752e-10,5.512687199308258e-10,5.505758471723487e-10,5.499949226673243e-10,5.49414434333022e-10,5.488962184429036e-10,5.48391584893764e-10,5.479805472758638e-10,5.475351488785437e-10,5.472293930374283e-10,5.469611963266831e-10,5.467195567927101e-10
28,Wafer5_mid_300d_p3_d,5,CENTER,300.0,3,d,5.555159265073056e-10,5.54668551465999e-10,5.53822718717561e-10,5.530390334512465e-10,5.522925314701745e-10,5.515209956551854e-10,5.508762155823422e-10,5.501856658408367e-10,5.495216763233785e-10,5.489799146008401e-10,5.48541605517734e-10,5.481627650309391e-10,5.478958794218263e-10,5.476753349856587e-10,5.475611735002142e-10,5.474066735027647e-10,5.474111469662679e-10,5.474216947053125e-10,5.473742700769038e-10,5.474044586985216e-10,5.474044456559601e-10
29,Wafer5_mid_300d_p4,5,CENTER,300.0,4,,5.590599688797443e-10,5.581846195118939e-10,5.574007489561024e-10,5.567347970450886e-10,5.559912521206096e-10,5.552970028801384e-10,5.546324137211423e-10,5.53974215567433e-10,5.53354058944022e-10,5.527053022258549e-10,5.521306820614777e-10,5.515544412063648e-10,5.509742467792356e-10,5.5039602841248e-10,5.49853514630597e-10,5.494219696162733e-10,5.489416185990842e-10,5.486629353589517e-10,5.483380789875524e-10,5.48117817111506e-10,5.479409976958811e-10
512,Wafer6_L_300d_p1_d,6,LEFT,300.0,1,d,5.546028848345243e-10,5.537848219413956e-10,5.529783261792403e-10,5.522201548274699e-10,5.514910001252655e-10,5.507914520724346e-10,5.500708067792804e-10,5.494564758471095e-10,5.488654786664925e-10,5.483192171304649e-10,5.478260868622153e-10,5.474407188406616e-10,5.470977497662231e-10,5.469073327800177e-10,5.467540334565121e-10,5.466422294231368e-10,5.466058099363196e-10,5.465498924824207e-10,5.465236218174276e-10,5.465366040442469e-10,5.465120714750638e-10
513,Wafer6_L_300d_p2,6,LEFT,300.0,2,,5.597025973930218e-10,5.588794571016002e-10,5.582103399782484e-10,5.575136401575794e-10,5.567983048964991e-10,5.56251852027864e-10,5.556167333880419e-10,5.550296520255701e-10,5.543849914738844e-10,5.538209795684725e-10,5.532694285505016e-10,5.527138113590601e-10,5.521913328638233e-10,5.517305658267639e-10,5.51249855109194e-10,5.508688147524857e-10,5.504584741653963e-10,5.502123067125398e-10,5.499398585973142e-10,5.498463258660945e-10,5.496816735651282e-10
428,Wafer6_R_300d_p1_d,6,RIGHT,300.0,1,d,5.656335871027721e-10,5.648625499527464e-10,5.641434890082712e-10,5.634305317071912e-10,5.627410256785125e-10,5.620757612979178e-10,5.615018193975135e-10,5.609245104914772e-10,5.603895117540174e-10,5.599289867988387e-10,5.59492391290993e-10,5.591808346733926e-10,5.588933991308653e-10,5.586955454472273e-10,5.585262973902516e-10,5.584129670541239e-10,5.583567989054044e-10,5.582609732673263e-10,5.58270357331959e-10,5.582305248107627e-10,5.582509912638474e-10
488,Wafer6_T_300d_p1,6,TOP,300.0,1,,5.36505690984512e-10,5.357422417321654e-10,5.350803843905934e-10,5.344614945099343e-10,5.33841090560109e-10,5.332474878463063e-10,5.327094344136556e-10,5.32106439234948e-10,5.315676200683648e-10,5.310335927622502e-10,5.304373547767286e-10,5.299817553968527e-10,5.295401042721155e-10,5.290437131757523e-10,5.286262163599761e-10,5.282144053819263e-10,5.279034654995168e-10,5.276258714536116e-10,5.274154580429846e-10,5.272889096520796e-10,5.271747817517997e-10
489,Wafer6_T_300d_p2,6,TOP,300.0,2,,5.43881477155546e-10,5.4303163858884e-10,5.423442698365055e-10,5.416358120902643e-10,5.409431034269942e-10,5.402677830758663e-10,5.396686101184158e-10,5.38998603586715e-10,5.383548657737285e-10,5.377376151804821e-10,5.371211660659357e-10,5.365657318126521e-10,5.359709271371677e-10,5.354403524420273e-10,5.349420040348096e-10,5.344581560171897e-10,5.340556905643445e-10,5.33706332399557e-10,5.33477483943542e-10,5.332616548059939e-10,5.331363650138514e-10
491,Wafer6_T_300d_p3,6,TOP,300.0,3,,5.473274846794123e-10,5.465212272356401e-10,5.458362024288957e-10,5.451634560869822e-10,5.445095520539909e-10,5.43880048578475e-10,5.432240983797453e-10,5.426339975165602e-10,5.42022133169018e-10,5.414300155544429e-10,5.409295821568802e-10,5.403034551982636e-10,5.397762801104629e-10,5.392844554015957e-10,5.388114814614222e-10,5.383359888514776e-10,5.379705663021462e-10,5.376488559939318e-10,5.374573229389845e-10,5.372334975025756e-10,5.371453730309861e-10
281,Wafer5_B_400d_p1,5,BOTTOM,400.0,1,,1.0200532412659548e-09,1.0186592549031563e-09,1.0174792958492363e-09,1.0162332781217812e-09,1.015148682439584e-09,1.0140378184118227e-09,1.0129887532252937e-09,1.0119202495627673e-09,1.010927324592689e-09,1.0099337774213376e-09,1.008988425174689e-09,1.0080356393211494e-09,1.0071669774292742e-09,1.006315180925564e-09,1.0055296256591416e-09,1.0048016641188502e-09,1.0042187140268094e-09,1.0036505004001508e-09,1.0032243353867365e-09,1.0028898337330205e-09,1.002712196405935e-09
12,Wafer5_mid_400d,5,CENTER,400.0,1,,9.99885137778684e-10,9.983781403599179e-10,9.970111377538876e-10,9.957757675860244e-10,9.946211048770602e-10,9.933566814331281e-10,9.922063249922387e-10,9.9107694124315e-10,9.899500833531865e-10,9.888704881149309e-10,9.878202328730262e-10,9.868221221377733e-10,9.859197541076387e-10,9.849912067655695e-10,9.841902090838414e-10,9.834454137968779e-10,9.82849202728207e-10,9.822317922295145e-10,9.81820497415357e-10,9.814529243760273e-10,9.811661948673698e-10
13,Wafer5_mid_400d_p2,5,CENTER,400.0,2,,9.986962660872502e-10,9.972017642094889e-10,9.95862193385387e-10,9.946709316962267e-10,9.93410931702772e-10,9.922728113832547e-10,9.911153713276423e-10,9.899916135537004e-10,9.88797869399281e-10,9.876687657585647e-10,9.86601751305618e-10,9.853902553728898e-10,9.841870704044047e-10,9.828138906529205e-10,9.811875683269798e-10,9.791360955489773e-10,9.822515158963e-10,9.81682652388741e-10,9.811056178577805e-10,9.807265670495071e-10,9.804475771876428e-10
15,Wafer5_mid_400d_p3,5,CENTER,400.0,3,,9.941515239888424e-10,9.92597737773346e-10,9.91345487699894e-10,9.900256258695604e-10,9.889121124157635e-10,9.886566518417167e-10,9.87758593365611e-10,9.86653406960838e-10,9.855792827534021e-10,9.844526606692244e-10,9.834482059644534e-10,9.82441429738425e-10,9.814807661224936e-10,9.805133712293987e-10,9.79618851505021e-10,9.788159201867227e-10,9.780469716868612e-10,9.774706345241027e-10,9.769626295826043e-10,9.765478363798753e-10,9.762083805179655e-10
585,Wafer6_B_400_p1,6,BOTTOM,400.0,1,,1.0035471234503468e-09,1.0020213463970612e-09,1.0006616731373614e-09,9.993815124600023e-10,9.981947697200916e-10,9.970147079669085e-10,9.958899449176389e-10,9.947086732530086e-10,9.935646919167378e-10,9.924386246455201e-10,9.914213090573941e-10,9.903007303263378e-10,9.892796227890453e-10,9.883334881628398e-10,9.874748146399078e-10,9.86657930232913e-10,9.859768196059219e-10,9.85453233632802e-10,9.849835709085227e-10,9.847165766241392e-10,9.845162835271095e-10
589,Wafer6_B_400_p2,6,BOTTOM,400.0,2,,1.0149480767957865e-09,1.0136201039829207e-09,1.0124115716382895e-09,1.0112664125343142e-09,1.0101621340131459e-09,1.0091280032034997e-09,1.0079996790639348e-09,1.0070070252546328e-09,1.0060206134007604e-09,1.0050100416144628e-09,1.0040464721166177e-09,1.003112032182407e-09,1.002274429293229e-09,1.001385363280853e-09,1.0006472701241121e-09,9.999134818778231e-10,9.994090795706323e-10,9.988725475040804e-10,9.984538710429965e-10,9.981647032883933e-10,9.979501501942312e-10
341,Wafer6_M_400d_p1_d,6,CENTER,400.0,1,d,9.767980210478313e-10,9.75227001445261e-10,9.7374904242255e-10,9.723470735544334e-10,9.709696033278718e-10,9.696648329849879e-10,9.683365476171006e-10,9.67112252608468e-10,9.660094538979336e-10,9.649570598533803e-10,9.641164017323655e-10,9.634443060591487e-10,9.62942072581691e-10,9.62571386383986e-10,9.623424889560637e-10,9.621881138257712e-10,9.621114447659468e-10,9.620748201173864e-10,9.620081053322751e-10,9.619712248635401e-10,9.619481918343853e-10
342,Wafer6_M_400d_p2,6,CENTER,400.0,2,,9.926308369254554e-10,9.91109829603623e-10,9.89832314782172e-10,9.884647598809774e-10,9.872557745921688e-10,9.860355868916478e-10,9.848710915037246e-10,9.836808709828947e-10,9.825777464802086e-10,9.813975642513345e-10,9.803395958425468e-10,9.792586958180654e-10,9.782511634894945e-10,9.773095906762055e-10,9.763455872293675e-10,9.75571276201133e-10,9.748698430500894e-10,9.742652022118565e-10,9.737919073639402e-10,9.734942301008372e-10,9.731465841453401e-10
343,Wafer6_M_400d_p3,6,CENTER,400.0,3,,1.002613178680428e-09,1.0011189259848843e-09,9.998536052216768e-10,9.986190468245425e-10,9.974569805730488e-10,9.963073751852064e-10,9.951696826465116e-10,9.940773504567684e-10,9.929479281706378e-10,9.91938716379112e-10,9.908702931667278e-10,9.89870382907065e-10,9.888809462143392e-10,9.88044663428559e-10,9.871373608835778e-10,9.86344717071985e-10,9.85705615297827e-10,9.850840153491073e-10,9.846475225947543e-10,9.84284195312732e-10,9.84038709855111e-10
423,Wafer6_R_400d_p1,6,RIGHT,400.0,1,,9.860557936091229e-10,9.843905230271394e-10,9.82959251928688e-10,9.81678552665538e-10,9.803826604270024e-10,9.791084336579022e-10,9.778333974525333e-10,9.766896214005607e-10,9.754003275037366e-10,9.742067433734353e-10,9.730748636951965e-10,9.719197893211556e-10,9.707624831132123e-10,9.697466284865794e-10,9.68787085171256e-10,9.678858233487057e-10,9.67056611676562e-10,9.664986924256884e-10,9.659889706159857e-10,9.656969173497491e-10,9.654319830292071e-10
425,Wafer6_R_400d_p2,6,RIGHT,400.0,2,,1.0201920610079207e-09,1.0189442216078821e-09,1.017718952636147e-09,1.0166051056315541e-09,1.0155257790688967e-09,1.0144627832945415e-09,1.013505391045728e-09,1.012508989799481e-09,1.011516993045419e-09,1.010524067418169e-09,1.009652339553896e-09,1.0087085839240381e-09,1.0079484517309134e-09,1.0071133978570535e-09,1.0063939632254396e-09,1.0057557026010522e-09,1.0052155925534817e-09,1.004717963025645e-09,1.0043333087708436e-09,1.0041047067232059e-09,1.0038497633120944e-09
485,Wafer6_T_400d_p1,6,TOP,400.0,1,,9.93959798803396e-10,9.926456312720924e-10,9.916235814814771e-10,9.905485338043926e-10,9.892350178939979e-10,9.883699821444147e-10,9.874626595220758e-10,9.864752874944743e-10,9.85542915609958e-10,9.846600044283364e-10,9.838347102145405e-10,9.831031216063257e-10,9.822831888812854e-10,9.816310020568995e-10,9.809785116403182e-10,9.803187991166081e-10,9.794692468155928e-10,9.789407843295095e-10,9.785013131944523e-10,9.781354720229827e-10,9.77779707788251e-10
285,Wafer5_B_500d_p1,5,BOTTOM,500.0,1,,1.5902010110615646e-09,1.5880317148168213e-09,1.5860764571953305e-09,1.5841565987441336e-09,1.5824543789373518e-09,1.5807089957393756e-09,1.5790022267284405e-09,1.5773872923166796e-09,1.575715144284049e-09,1.5740737020565109e-09,1.5725618558440384e-09,1.5710864702572093e-09,1.5696525410508637e-09,1.5682741327444955e-09,1.567007950761966e-09,1.5658605142158517e-09,1.5648970698092693e-09,1.5640238107653951e-09,1.563339797888263e-09,1.562848400459786e-09,1.5624529853329514e-09
48,Wafer5_mid_500d_p1_d,5,CENTER,500.0,1,d,1.5640939528139679e-09,1.5619228836530514e-09,1.559920334299673e-09,1.5579832515248372e-09,1.5561497926015855e-09,1.5544607679702478e-09,1.5527444812523397e-09,1.551056527093828e-09,1.5495957849427713e-09,1.548248354545626e-09,1.5471613784607352e-09,1.5462040580567416e-09,1.5454529489739447e-09,1.5448434992648566e-09,1.544469913360232e-09,1.5442161362866678e-09,1.5440689129287501e-09,1.5439321563436412e-09,1.543919167098982e-09,1.543857504702184e-09,1.5439063575579637e-09
50,Wafer5_mid_500d_p2,5,CENTER,500.0,2,,1.5658720870194545e-09,1.5635725065705888e-09,1.561606965591508e-09,1.55965619637516e-09,1.5578856582159197e-09,1.5560261072379855e-09,1.5542884439153125e-09,1.5525972604302255e-09,1.5508704981825467e-09,1.5492408627192144e-09,1.5475845869810283e-09,1.5459890505389107e-09,1.5444334205196441e-09,1.542888362306079e-09,1.541523400156197e-09,1.5402510271353546e-09,1.539089575154575e-09,1.5381344817464984e-09,1.5373265718739788e-09,1.5366057048149375e-09,1.5362488285197437e-09
51,Wafer5_mid_500d_p3_d,5,CENTER,500.0,3,d,1.5579450388278435e-09,1.555583137304687e-09,1.553464464389301e-09,1.5513765074374427e-09,1.549393710515793e-09,1.5474416145318359e-09,1.5455663381819671e-09,1.5437325973719957e-09,1.5420843375512846e-09,1.5406049596188182e-09,1.539383444021208e-09,1.5383160050091614e-09,1.5375140125475075e-09,1.5369280937671767e-09,1.5365519279786811e-09,1.53625818845582e-09,1.5361202950731712e-09,1.5359869478127436e-09,1.5359538887550922e-09,1.5359060478050964e-09,1.5359177626208086e-09
54,Wafer5_mid_500d_p4_d,5,CENTER,500.0,4,d,1.5553957249792532e-09,1.5530347553214647e-09,1.550831977640718e-09,1.5487160776129852e-09,1.5466451942943178e-09,1.5445612866685485e-09,1.542601391863371e-09,1.54074013927138e-09,1.5390815378610442e-09,1.5375341265101857e-09,1.5362318938322423e-09,1.5352097266932255e-09,1.534357031965843e-09,1.5338494023473184e-09,1.533413246988273e-09,1.5331557079229567e-09,1.532956556050208e-09,1.5329300318748356e-09,1.5328726037101457e-09,1.5327952663332454e-09,1.5327791942915343e-09
55,Wafer5_mid_500d_p5,5,CENTER,500.0,5,,1.5671958338916372e-09,1.564921880384424e-09,1.5629085279479475e-09,1.5609613886457376e-09,1.5591542725246168e-09,1.5574201162345484e-09,1.5555905038561909e-09,1.553901052388672e-09,1.552215074550985e-09,1.5505480360351866e-09,1.5489449842262774e-09,1.5474120090237935e-09,1.5458667982558286e-09,1.544400014113885e-09,1.5430492275456789e-09,1.5417380597058911e-09,1.5406651227127107e-09,1.5397087533533872e-09,1.5389158085026946e-09,1.5382981848191473e-09,1.5378634739730306e-09
57,Wafer5_mid_500d_p6,5,CENTER,500.0,6,,1.533034859505711e-09,1.5313957211032324e-09,1.5302655937401825e-09,1.5304558504213201e-09,1.5287758371115875e-09,1.527287435267148e-09,1.5248736501121335e-09,1.5228480684593793e-09,1.5215514159392598e-09,1.5198904415963824e-09,1.5184156262674575e-09,1.5173351131144462e-09,1.5158635769708753e-09,1.5148043418663766e-09,1.513953072895559e-09,1.513204421492753e-09,1.5122960953570915e-09,1.5111211521545274e-09,1.5113314502413759e-09,1.511289301964988e-09,1.5108275857078753e-09
348,Wafer6_M_500d_p1_d,6,CENTER,500.0,1,d,1.5433659592800038e-09,1.5408197744133294e-09,1.5385052694712247e-09,1.5361864554938676e-09,1.5339724655150524e-09,1.531777660904814e-09,1.5296968578432075e-09,1.5277480546914926e-09,1.5258460281149194e-09,1.5241755618960986e-09,1.5227013613423557e-09,1.5215518931075467e-09,1.5206580774173212e-09,1.5200237671066839e-09,1.5195283852158472e-09,1.5192283570728823e-09,1.519065058163707e-09,1.5189207485491138e-09,1.5188417051414092e-09,1.5187558640916324e-09,1.5187069164234068e-09
349,Wafer6_M_500d_p2,6,CENTER,500.0,2,,1.575479634674808e-09,1.5732084397830544e-09,1.5712596472158165e-09,1.5694227686214908e-09,1.5676012147564902e-09,1.5658466173649586e-09,1.5640711180702914e-09,1.5623911375501052e-09,1.560716075175686e-09,1.5590945070387741e-09,1.557557889336655e-09,1.555961635200216e-09,1.5545369441487028e-09,1.553172282589193e-09,1.5518721439765816e-09,1.550757373310668e-09,1.5497884100807122e-09,1.5489399897178561e-09,1.5482054678697486e-09,1.5477753881648013e-09,1.5473408000143311e-09
350,Wafer6_M_500d_p3,6,CENTER,500.0,3,,1.5740770766044238e-09,1.5718880001436122e-09,1.5699223772304698e-09,1.5681229017453032e-09,1.5663067517751703e-09,1.5645016992726537e-09,1.5627008153250553e-09,1.5610286188951142e-09,1.559418534730069e-09,1.5578636226613035e-09,1.5562630004316678e-09,1.5548148880209034e-09,1.5532647407898467e-09,1.551955480108996e-09,1.5507376413883494e-09,1.5495646952054883e-09,1.5485483533295044e-09,1.547791361831106e-09,1.5471809783919676e-09,1.546646941944931e-09,1.5463133107914045e-09
417,Wafer6_R_500d_p1_d,6,RIGHT,500.0,1,d,1.5657578006654117e-09,1.5635133626182413e-09,1.5614381873138858e-09,1.5594027729234525e-09,1.557503827655914e-09,1.555636223935505e-09,1.553866466450404e-09,1.5521890033929078e-09,1.5505862999772616e-09,1.5491703122850675e-09,1.5480409739100517e-09,1.5470894693203892e-09,1.5463783427988353e-09,1.5457883345444843e-09,1.5454375350379958e-09,1.5451840862545178e-09,1.5449770988259396e-09,1.5448678141543536e-09,1.544774154698783e-09,1.5446891520260076e-09,1.5446745186366135e-09
418,Wafer6_R_500d_p2,6,RIGHT,500.0,2,,1.4780760307537071e-09,1.4751112541026701e-09,1.4724511871058038e-09,1.4697826127679669e-09,1.4673336545361276e-09,1.4648405252039627e-09,1.4623777764772041e-09,1.4600860885685197e-09,1.458029523451876e-09,1.4562173356691622e-09,1.4548546419138064e-09,1.4538799631565872e-09,1.4533104588142447e-09,1.4528679956801114e-09,1.452702707711967e-09,1.4526474381335703e-09,1.452583588992409e-09,1.452600531778403e-09,1.4525511564308398e-09,1.4526720375178488e-09,1.4526873266126242e-09
420,Wafer6_R_500d_p3,6,RIGHT,500.0,3,,1.5584173718104808e-09,1.5560013716717538e-09,1.5538260825042342e-09,1.5518047510709681e-09,1.54987376702193e-09,1.5479378405390556e-09,1.5460479509312249e-09,1.5442090260599299e-09,1.5423836693526526e-09,1.5405300422687093e-09,1.5388185337666192e-09,1.5370760630360199e-09,1.5354867555808187e-09,1.5339115021816765e-09,1.53252746609618e-09,1.5312118333762448e-09,1.5300624777308193e-09,1.5291651864342236e-09,1.5284462089074668e-09,1.5279170073359442e-09,1.5275014594625833e-09
477,Wafer6_T_500d_p1,6,TOP,500.0,1,,1.53574562825333e-09,1.5337672696782276e-09,1.5320623950677434e-09,1.5304851854504527e-09,1.5289325324981428e-09,1.5273701236381674e-09,1.5258844314066947e-09,1.5244938799650604e-09,1.5230708702451692e-09,1.5217297640381302e-09,1.5203958611605212e-09,1.519159483406009e-09,1.5179761195830266e-09,1.516929156218048e-09,1.5159958402170886e-09,1.5150832448602362e-09,1.5142941198414544e-09,1.5136836372617129e-09,1.5131869634391274e-09,1.512802116835152e-09,1.5125081500919918e-09
296,Wafer5_B_600d_p1,5,BOTTOM,600.0,1,,1.8473203844914843e-09,1.83855225389567e-09,1.8594772113407269e-09,1.858512259563301e-09,1.8618619754956866e-09,1.8612058280412837e-09,1.86272030798334e-09,1.8720219105344943e-09,1.8697412335024896e-09,1.8660335114587828e-09,1.8608853769908256e-09,1.8278912686454736e-09,1.8101655756754937e-09,1.7965946211417272e-09,1.8405745520542755e-09,1.878614313794991e-09,1.8767526098678806e-09,1.870659171530356e-09,1.8642756610181657e-09,1.8738234341399226e-09,1.9407917571041563e-09
58,Wafer5_mid_600d_p1,5,CENTER,600.0,1,,2.202253912261351e-09,2.1987152367588362e-09,2.196526871571593e-09,2.1940060376486933e-09,2.19176557002012e-09,2.18943786374091e-09,2.187293931360212e-09,2.1849249473383854e-09,2.1828444798268053e-09,2.180617878073532e-09,2.1783593060836273e-09,2.1761911913840885e-09,2.174138115271547e-09,2.1727290581406466e-09,2.17103903276699e-09,2.1692951365572513e-09,2.1677240727141903e-09,2.1663840192872018e-09,2.165144363525835e-09,2.1645780946999674e-09,2.1639463400764228e-09
63,Wafer5_mid_600d_p2,5,CENTER,600.0,2,,2.2147957149580254e-09,2.2111978049085507e-09,2.208001005691102e-09,2.2051144116562357e-09,2.202316606741451e-09,2.1994808703260542e-09,2.1967359761413016e-09,2.194186269197464e-09,2.191502171093902e-09,2.1889004626253966e-09,2.186325288569209e-09,2.183868249357356e-09,2.18137383824704e-09,2.1790428933435147e-09,2.1768868942904096e-09,2.1748152823545425e-09,2.173040315590175e-09,2.171474142458933e-09,2.170276441488781e-09,2.169308319285691e-09,2.168563552004851e-09
64,Wafer5_mid_600d_p3_d,5,CENTER,600.0,3,d,2.2425250502856124e-09,2.2391001597058886e-09,2.2360464851011447e-09,2.23303041159648e-09,2.230117835987264e-09,2.227340025899399e-09,2.224518694258053e-09,2.2220328227442935e-09,2.2196149718911578e-09,2.2174379562053256e-09,2.215566373265462e-09,2.214129438765617e-09,2.2129259001020365e-09,2.212088977715609e-09,2.211523296486091e-09,2.211164559262736e-09,2.2109087708141933e-09,2.210744668296858e-09,2.2106548102914895e-09,2.2106435203420322e-09,2.2106102176397868e-09
237,Wafer5_R_600d_p1_d,5,RIGHT,600.0,1,d,2.26699207736151e-09,2.263950252854637e-09,2.2611498234222834e-09,2.2585663182164945e-09,2.255998550942592e-09,2.253575042431031e-09,2.2511528361314908e-09,2.249041640291666e-09,2.2470135085652604e-09,2.245210639558087e-09,2.243653251733136e-09,2.2423589314124718e-09,2.241332539688054e-09,2.2405641031506036e-09,2.2400102603778e-09,2.2396302777694294e-09,2.2393829752086707e-09,2.239170522777529e-09,2.23907355461778e-09,2.238985352024275e-09,2.2389101193008332e-09
238,Wafer5_R_600d_p2,5,RIGHT,600.0,2,,2.1736784634607413e-09,2.170775564799358e-09,2.168111619897844e-09,2.165687093926342e-09,2.1633427807801307e-09,2.1610372798797814e-09,2.158829000431893e-09,2.1565678654578027e-09,2.1544683096037946e-09,2.1523843824125968e-09,2.1503976340070857e-09,2.1484069324024503e-09,2.1465129824829004e-09,2.144673324686241e-09,2.14303015887354e-09,2.1414445150106495e-09,2.1400821608606165e-09,2.1387585806171914e-09,2.137814546812921e-09,2.136903576840958e-09,2.1363262849464914e-09
192,Wafer5_T_600d_p1,5,TOP,600.0,1,,2.141761615901287e-09,2.1383083833313554e-09,2.1353751128117863e-09,2.1325945002291296e-09,2.129975739523182e-09,2.1273392196540065e-09,2.1248521690928593e-09,2.122378953914088e-09,2.1199061051703135e-09,2.117454567229129e-09,2.1151537232512257e-09,2.1128984046966185e-09,2.1106870726013807e-09,2.1085084019511616e-09,2.106527362187437e-09,2.1046938491667174e-09,2.103006575758633e-09,2.1015858025710067e-09,2.100398625168925e-09,2.096523946457148e-09,2.094068056739216e-09
596,Wafer6_B_600dep_p1,6,BOTTOM,600.0,1,d,2.2668610564345504e-09,2.263516277064187e-09,2.2604660454723303e-09,2.2574989663875963e-09,2.254659383126352e-09,2.2518272476024555e-09,2.2491179610495716e-09,2.2465971497920414e-09,2.244232913356731e-09,2.242132905212469e-09,2.2402695297209154e-09,2.2388159936516724e-09,2.2376284618834175e-09,2.2368104265858533e-09,2.2362365573826203e-09,2.235805609800297e-09,2.235542637779373e-09,2.2353462882783724e-09,2.2352568058404657e-09,2.235142393723712e-09,2.235082613147511e-09
597,Wafer6_B_600_p2,6,BOTTOM,600.0,2,,2.290995979809511e-09,2.287749669751971e-09,2.284917429871045e-09,2.2821404521231037e-09,2.2795980189111707e-09,2.2769434487243163e-09,2.274453555031043e-09,2.2719608515648912e-09,2.269565388069239e-09,2.267197081054698e-09,2.265012517538759e-09,2.2629187918895432e-09,2.260900373775705e-09,2.259038305363883e-09,2.2572932199022848e-09,2.25575340318456e-09,2.254386991689735e-09,2.253336087855759e-09,2.252412808757294e-09,2.251787903331145e-09,2.2512011250446386e-09
599,Wafer6_B_600_p3,6,BOTTOM,600.0,3,,2.285747182636098e-09,2.282508897955376e-09,2.2796624713711635e-09,2.276882701100435e-09,2.2742790107794408e-09,2.2715850875744854e-09,2.269029559388518e-09,2.2665665978559227e-09,2.2640755968619553e-09,2.261767269477634e-09,2.259495034648963e-09,2.2573270884194516e-09,2.2552548212759555e-09,2.253373459426448e-09,2.2515972964874366e-09,2.250099753067978e-09,2.248709528706296e-09,2.247613546178592e-09,2.2466703550400534e-09,2.2459633337753132e-09,2.2454355079566882e-09
603,Wafer6_B_600_p4,6,BOTTOM,600.0,4,,2.282028402784208e-09,2.278978939497283e-09,2.2760982484411044e-09,2.273459758506939e-09,2.2708840321104875e-09,2.2683860858876406e-09,2.2659163182732544e-09,2.263579173203163e-09,2.261275240736332e-09,2.2590097186743682e-09,2.25685116552986e-09,2.2547215826030864e-09,2.2526935146239257e-09,2.250724856093198e-09,2.2489600952823306e-09,2.2473916686513414e-09,2.2458775253843165e-09,2.24469945886768e-09,2.2435661672355157e-09,2.2426223394753337e-09,2.2421264287645293e-09
355,Wafer6_M_600d_p1,6,CENTER,600.0,1,,2.2787299025620394e-09,2.2756189493391986e-09,2.2728423395552327e-09,2.270263970789579e-09,2.267687514873492e-09,2.2652172547044554e-09,2.2627946505268285e-09,2.260431313386159e-09,2.2581547747054935e-09,2.2558469761540357e-09,2.2535750764323667e-09,2.2514685160084068e-09,2.2494167558342083e-09,2.2474621747998983e-09,2.245670577387261e-09,2.244028749075832e-09,2.242590894747719e-09,2.2413992117000863e-09,2.240377709523888e-09,2.2396639387147994e-09,2.239063378016745e-09
356,Wafer6_M_600d_p2,6,CENTER,600.0,2,,2.246866362646042e-09,2.2434647643454946e-09,2.240443247131143e-09,2.237551784162373e-09,2.234809949132344e-09,2.232071089978562e-09,2.2293042153120183e-09,2.2267491504701944e-09,2.224101519820603e-09,2.221571612960841e-09,2.219101796751147e-09,2.216639753461515e-09,2.2143528651293877e-09,2.2121542651178095e-09,2.2100864847166746e-09,2.2083218572135107e-09,2.206718685836299e-09,2.205359231643777e-09,2.2042935599097755e-09,2.2035231802391577e-09,2.2029432107877906e-09
357,Wafer6_M_600d_p3,6,CENTER,600.0,3,,2.2374680820183437e-09,2.2340665359511716e-09,2.2309246050681122e-09,2.2279914476945313e-09,2.225180744781522e-09,2.2224016907357904e-09,2.2196901643056353e-09,2.217079665774372e-09,2.214349669540245e-09,2.211833681142596e-09,2.209296688336275e-09,2.2068052307393516e-09,2.2044600124902883e-09,2.202192482989275e-09,2.2000306755807558e-09,2.198092549945779e-09,2.196324225567805e-09,2.1948707291252102e-09,2.1937396037156835e-09,2.1928688839336922e-09,2.192207811255575e-09
531,Wafer6_L_600_p1,6,LEFT,600.0,1,,2.2581205994490765e-09,2.257287762532748e-09,2.2540676357937466e-09,2.2516519690289992e-09,2.249298758044365e-09,2.249268957095606e-09,2.2457292063344743e-09,2.2434911301849046e-09,2.2424811526262247e-09,2.239480313029993e-09,2.2361398868476985e-09,2.2374690678781634e-09,2.235390873593936e-09,2.2332228726157242e-09,2.231436319370316e-09,2.2299903362240565e-09,2.2287646028407205e-09,2.226952827750064e-09,2.2265122958754685e-09,2.224162610908573e-09,2.223976779898576e-09
